osm_id,nama,daerah,kecamatan,alamat,jam_buka,jam_tutup,harga_min,harga_max,rating,deskripsi,kecamatan_id,latitude,longitude,photo_url,is_verified,is_active
node/1000012,"Vox Populi Coffee",Sidoarjo,Buduran,"Jl. Jenderal Sudirman No. 81",09:00:00,22:00:00,12000,37000,4,"Nikmati kopi premium dan suasana santai di Vox Populi Coffee, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42636,112.72088,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000013,"Labuda Kopi",Sidoarjo,Buduran,"Jl. Pahlawan No. 28",09:00:00,22:00:00,15000,30000,4.9,"Nikmati kopi premium dan suasana santai di Labuda Kopi, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42836,112.72102,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000014,"Playgo Cafe",Sidoarjo,Buduran,"Jl. Kartini No. 79",09:00:00,22:00:00,18000,38000,4.3,"Nikmati kopi premium dan suasana santai di Playgo Cafe, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42564,112.71908,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000015,"PesenKopi Plus",Sidoarjo,Buduran,"Jl. Gajah Mada No. 127",10:00:00,23:00:00,12000,27000,4.4,"Nikmati kopi premium dan suasana santai di PesenKopi Plus, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.4283,112.71796,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000016,"Picnic Coffee & Tea",Sidoarjo,Buduran,"Jl. Ahmad Yani No. 17",09:00:00,22:00:00,12000,27000,4.4,"Nikmati kopi premium dan suasana santai di Picnic Coffee & Tea, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42696,112.7211,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000017,"Taketama Coffee",Sidoarjo,Buduran,"Jl. KH. Wahid Hasyim No. 116",09:00:00,22:00:00,10000,30000,4.7,"Nikmati kopi premium dan suasana santai di Taketama Coffee, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42532,112.7213,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000018,"Ame Coffee Buduran",Sidoarjo,Buduran,"Jl. Untung Suropati No. 25",09:00:00,22:00:00,10000,30000,4.4,"Nikmati kopi premium dan suasana santai di Ame Coffee Buduran, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42588,112.7199,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000019,"Vlog Cafe Buduran",Sidoarjo,Buduran,"Jl. Raden Patah No. 17",00:00:00,23:59:00,10000,30000,4.2,"Nikmati kopi premium dan suasana santai di Vlog Cafe Buduran, Buduran, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",2,-7.42746,112.721,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000020,"Kirribilli Cafe",Sidoarjo,Waru,"Jl. Yos Sudarso No. 135",10:00:00,23:00:00,12000,27000,4.1,"Nikmati kopi premium dan suasana santai di Kirribilli Cafe, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34854,112.72138,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000021,"Indische 1931 Coffee and Roastery",Sidoarjo,Waru,"Jl. Raya Waru No. 128",09:00:00,22:00:00,15000,40000,4.6,"Nikmati kopi premium dan suasana santai di Indische 1931 Coffee and Roastery, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34788,112.72308,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000022,"Dee Coffee House",Sidoarjo,Waru,"Jl. Jenderal Sudirman No. 26",09:00:00,22:00:00,12000,32000,4.9,"Nikmati kopi premium dan suasana santai di Dee Coffee House, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34784,112.72204,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000023,"Twentysix Cafe Waru",Sidoarjo,Waru,"Jl. Pahlawan No. 14",09:00:00,22:00:00,20000,45000,4.2,"Nikmati kopi premium dan suasana santai di Twentysix Cafe Waru, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34804,112.72478,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000024,"PAPADA CAFE",Sidoarjo,Waru,"Jl. Kartini No. 53",09:00:00,22:00:00,12000,32000,4,"Nikmati kopi premium dan suasana santai di PAPADA CAFE, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34946,112.72426,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000025,"KAYOENE WARU",Sidoarjo,Waru,"Jl. Gajah Mada No. 114",10:00:00,23:00:00,18000,38000,4.7,"Nikmati kopi premium dan suasana santai di KAYOENE WARU, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34854,112.72334,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000026,"Warkopbugil Waru",Sidoarjo,Waru,"Jl. Ahmad Yani No. 125",09:00:00,22:00:00,12000,27000,4.7,"Nikmati kopi premium dan suasana santai di Warkopbugil Waru, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34888,112.72428,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000027,"Kopi Kenangan Cito",Sidoarjo,Waru,"Jl. KH. Wahid Hasyim No. 1",09:00:00,22:00:00,10000,25000,4.3,"Nikmati kopi premium dan suasana santai di Kopi Kenangan Cito, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34992,112.72406,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000028,"Arek Lokal Waru",Sidoarjo,Waru,"Jl. Untung Suropati No. 139",09:00:00,22:00:00,10000,35000,4.5,"Nikmati kopi premium dan suasana santai di Arek Lokal Waru, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34976,112.72478,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000029,"Excelso Waru",Sidoarjo,Waru,"Jl. Raden Patah No. 122",00:00:00,23:59:00,10000,25000,4,"Nikmati kopi premium dan suasana santai di Excelso Waru, Waru, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",3,-7.34878,112.72234,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000030,"333 House Coffee",Sidoarjo,Gedangan,"Jl. Yos Sudarso No. 136",10:00:00,23:00:00,10000,25000,4.8,"Nikmati kopi premium dan suasana santai di 333 House Coffee, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38312,112.72448,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000031,"Kopi Kenangan SPBU Gedangan",Sidoarjo,Gedangan,"Jl. Raya Gedangan No. 22",09:00:00,22:00:00,15000,30000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Kenangan SPBU Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38026,112.72514,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000032,"Jati Kopi Gedangan",Sidoarjo,Gedangan,"Jl. Jenderal Sudirman No. 74",09:00:00,22:00:00,12000,32000,4,"Nikmati kopi premium dan suasana santai di Jati Kopi Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38082,112.72422,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000033,"Semampir Coffee",Sidoarjo,Gedangan,"Jl. Pahlawan No. 36",09:00:00,22:00:00,15000,30000,4.7,"Nikmati kopi premium dan suasana santai di Semampir Coffee, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38024,112.72432,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000034,"Gedangan Coffee Roastery",Sidoarjo,Gedangan,"Jl. Kartini No. 89",09:00:00,22:00:00,10000,40000,4.3,"Nikmati kopi premium dan suasana santai di Gedangan Coffee Roastery, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38146,112.72418,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000035,"Ruang Kopi Gedangan",Sidoarjo,Gedangan,"Jl. Gajah Mada No. 93",10:00:00,23:00:00,15000,45000,4.6,"Nikmati kopi premium dan suasana santai di Ruang Kopi Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38256,112.72564,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000036,"Titik Temu Kopi Gedangan",Sidoarjo,Gedangan,"Jl. Ahmad Yani No. 106",09:00:00,22:00:00,15000,35000,4.2,"Nikmati kopi premium dan suasana santai di Titik Temu Kopi Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.3807,112.72518,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000037,"Warkop Giling Gedangan",Sidoarjo,Gedangan,"Jl. KH. Wahid Hasyim No. 48",09:00:00,22:00:00,18000,38000,4.8,"Nikmati kopi premium dan suasana santai di Warkop Giling Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38344,112.7255,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000038,"Kopi Kulo Gedangan",Sidoarjo,Gedangan,"Jl. Untung Suropati No. 68",09:00:00,22:00:00,10000,40000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Kulo Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.381,112.72298,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000039,"Depot Kopi Gedangan",Sidoarjo,Gedangan,"Jl. Raden Patah No. 148",00:00:00,23:59:00,15000,40000,4.2,"Nikmati kopi premium dan suasana santai di Depot Kopi Gedangan, Gedangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",4,-7.38242,112.72556,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000040,"Kalcer Coffee Taman",Sidoarjo,Taman,"Jl. Yos Sudarso No. 117",10:00:00,23:00:00,20000,35000,4.2,"Nikmati kopi premium dan suasana santai di Kalcer Coffee Taman, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35114,112.68266,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000041,"Kopi Ruang Hati Taman",Sidoarjo,Taman,"Jl. Raya Taman No. 147",09:00:00,22:00:00,10000,40000,4.1,"Nikmati kopi premium dan suasana santai di Kopi Ruang Hati Taman, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.3502,112.6827,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000042,"Depot Kopi Sepanjang",Sidoarjo,Taman,"Jl. Jenderal Sudirman No. 9",09:00:00,22:00:00,18000,33000,4.9,"Nikmati kopi premium dan suasana santai di Depot Kopi Sepanjang, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35116,112.68162,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000043,"Kedai Kopi 77 Sepanjang",Sidoarjo,Taman,"Jl. Pahlawan No. 58",09:00:00,22:00:00,10000,40000,4.1,"Nikmati kopi premium dan suasana santai di Kedai Kopi 77 Sepanjang, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35266,112.6817,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000044,"Warkop 77 Sepanjang",Sidoarjo,Taman,"Jl. Kartini No. 20",09:00:00,22:00:00,15000,45000,4.9,"Nikmati kopi premium dan suasana santai di Warkop 77 Sepanjang, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.3497,112.68096,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000045,"Coffee Time Sepanjang",Sidoarjo,Taman,"Jl. Gajah Mada No. 139",10:00:00,23:00:00,15000,40000,4.3,"Nikmati kopi premium dan suasana santai di Coffee Time Sepanjang, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35222,112.68086,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000046,"Janji Jiwa Taman",Sidoarjo,Taman,"Jl. Ahmad Yani No. 58",09:00:00,22:00:00,12000,42000,4.4,"Nikmati kopi premium dan suasana santai di Janji Jiwa Taman, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.3516,112.68194,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000047,"Kopi Joss Taman",Sidoarjo,Taman,"Jl. KH. Wahid Hasyim No. 20",09:00:00,22:00:00,15000,35000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Joss Taman, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.34956,112.68316,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000048,"Teras Kopi Sepanjang",Sidoarjo,Taman,"Jl. Untung Suropati No. 1",09:00:00,22:00:00,10000,25000,4.7,"Nikmati kopi premium dan suasana santai di Teras Kopi Sepanjang, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35244,112.68382,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000049,"Kopi Persahabatan",Sidoarjo,Taman,"Jl. Raden Patah No. 96",00:00:00,23:59:00,12000,32000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Persahabatan, Taman, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",5,-7.35292,112.6832,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000050,"Bejo Coffee Krian",Sidoarjo,Krian,"Jl. Yos Sudarso No. 39",10:00:00,23:00:00,15000,30000,4.3,"Nikmati kopi premium dan suasana santai di Bejo Coffee Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41252,112.58292,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000051,"KAFE ASIA KRIAN",Sidoarjo,Krian,"Jl. Raya Krian No. 76",09:00:00,22:00:00,20000,40000,4,"Nikmati kopi premium dan suasana santai di KAFE ASIA KRIAN, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41142,112.58466,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000052,"Kopi Sae Krian",Sidoarjo,Krian,"Jl. Jenderal Sudirman No. 143",09:00:00,22:00:00,15000,30000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Sae Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.4107,112.58526,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000053,"SAT SET Food Krian",Sidoarjo,Krian,"Jl. Pahlawan No. 139",09:00:00,22:00:00,15000,30000,4.7,"Nikmati kopi premium dan suasana santai di SAT SET Food Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41352,112.58582,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000054,"Warkop Yuk Suminah",Sidoarjo,Krian,"Jl. Kartini No. 102",09:00:00,22:00:00,18000,33000,4.3,"Nikmati kopi premium dan suasana santai di Warkop Yuk Suminah, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41278,112.58574,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000055,"Krian Coffee Lab",Sidoarjo,Krian,"Jl. Gajah Mada No. 119",10:00:00,23:00:00,12000,37000,4,"Nikmati kopi premium dan suasana santai di Krian Coffee Lab, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.4114,112.5838,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000056,"Ambyar Coffee Krian",Sidoarjo,Krian,"Jl. Ahmad Yani No. 111",09:00:00,22:00:00,15000,45000,4.7,"Nikmati kopi premium dan suasana santai di Ambyar Coffee Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41068,112.58516,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000057,"Kedai Kopi Oei Krian",Sidoarjo,Krian,"Jl. KH. Wahid Hasyim No. 87",09:00:00,22:00:00,10000,35000,4.3,"Nikmati kopi premium dan suasana santai di Kedai Kopi Oei Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41058,112.58438,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000058,"Warkop Krian Bersatu",Sidoarjo,Krian,"Jl. Untung Suropati No. 23",09:00:00,22:00:00,15000,30000,4.5,"Nikmati kopi premium dan suasana santai di Warkop Krian Bersatu, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41234,112.58356,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000059,"Kopi Sejiwa Krian",Sidoarjo,Krian,"Jl. Raden Patah No. 63",00:00:00,23:59:00,20000,40000,4.3,"Nikmati kopi premium dan suasana santai di Kopi Sejiwa Krian, Krian, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",6,-7.41204,112.58332,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000060,"Grha Kopi Nusantara",Sidoarjo,Sukodono,"Jl. Yos Sudarso No. 71",10:00:00,23:00:00,10000,35000,4.4,"Nikmati kopi premium dan suasana santai di Grha Kopi Nusantara, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41246,112.67292,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000061,"Warkop Coffe House Suko",Sidoarjo,Sukodono,"Jl. Raya Sukodono No. 14",09:00:00,22:00:00,20000,50000,4.1,"Nikmati kopi premium dan suasana santai di Warkop Coffe House Suko, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41464,112.67426,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000062,"Kopi Ombe Sukodono",Sidoarjo,Sukodono,"Jl. Jenderal Sudirman No. 40",09:00:00,22:00:00,20000,50000,4,"Nikmati kopi premium dan suasana santai di Kopi Ombe Sukodono, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41614,112.6752,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000063,"Latar Ombo Sukodono",Sidoarjo,Sukodono,"Jl. Pahlawan No. 80",09:00:00,22:00:00,20000,35000,4.4,"Nikmati kopi premium dan suasana santai di Latar Ombo Sukodono, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41262,112.67356,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000064,"Sukodono Coffee Space",Sidoarjo,Sukodono,"Jl. Kartini No. 137",09:00:00,22:00:00,20000,40000,4.4,"Nikmati kopi premium dan suasana santai di Sukodono Coffee Space, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41346,112.6723,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000065,"Kedai Kopi Srawung",Sidoarjo,Sukodono,"Jl. Gajah Mada No. 22",10:00:00,23:00:00,10000,40000,4.5,"Nikmati kopi premium dan suasana santai di Kedai Kopi Srawung, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41514,112.67438,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000066,"Ruang Temu Coffee",Sidoarjo,Sukodono,"Jl. Ahmad Yani No. 80",09:00:00,22:00:00,12000,42000,4.2,"Nikmati kopi premium dan suasana santai di Ruang Temu Coffee, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41516,112.67512,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000067,"Warkop Berkah Sukodono",Sidoarjo,Sukodono,"Jl. KH. Wahid Hasyim No. 123",09:00:00,22:00:00,15000,40000,4.5,"Nikmati kopi premium dan suasana santai di Warkop Berkah Sukodono, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41424,112.67156,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000068,"Kopi Inspirasi Sukodono",Sidoarjo,Sukodono,"Jl. Untung Suropati No. 117",09:00:00,22:00:00,12000,27000,4.5,"Nikmati kopi premium dan suasana santai di Kopi Inspirasi Sukodono, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.4128,112.67278,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000069,"Teras Ngopi Sukodono",Sidoarjo,Sukodono,"Jl. Raden Patah No. 131",00:00:00,23:59:00,12000,42000,4.2,"Nikmati kopi premium dan suasana santai di Teras Ngopi Sukodono, Sukodono, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",7,-7.41506,112.67338,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000070,"Coffee Shop Crypto",Sidoarjo,Candi,"Jl. Yos Sudarso No. 35",10:00:00,23:00:00,15000,40000,4.8,"Nikmati kopi premium dan suasana santai di Coffee Shop Crypto, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.4811,112.71332,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
